título,año,kms,link,precio,zona,descripción
Nissan March 1.6 Sense 107cv M14,2016,84.000,https://auto.mercadolibre.com.ar/MLA-1941192556-nissan-march-16-media-tech-2016,13500 dólares,Quilmes - Quilmes - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Peugeot 208 1.5 Active,2015,56.000,https://auto.mercadolibre.com.ar/MLA-1456490107-peugeot-208,13300000 pesos,Río Cuarto - Río Cuarto - Córdoba,"Soy particular, tiene 55 mil kms reales.-"
Fiat Punto 1.6 Sporting,2014,108.000,https://auto.mercadolibre.com.ar/MLA-1941612596-fiat-punto-2014-16-sporting,13300000 pesos,San Fernando del Valle de Catamarca - Catamarca,El vendedor no incluyó una descripción del producto
Fiat Mobi 1.0 Way,2016,44.300,https://auto.mercadolibre.com.ar/MLA-1941273006-fiat-mobi-10-way,13400000 pesos,Centro - Bariloche - Río Negro,El vendedor no incluyó una descripción del producto
Chevrolet Spin 1.8 Lt 5as 105cv My Link,2015,180.000,https://auto.mercadolibre.com.ar/MLA-1456476967-chevrolet-spin-18-lt-5as-105cv-my-link,13500000 pesos,Mataderos - Capital Federal - Capital Federal,Vendo Chevrolet spin 2015 taxi con licencia incluida!!! Con gnc de 5 generacion y reloj!!!
Renault Master Furgon 2.5 Dci F/corto Al P/con,2007,218.000,https://auto.mercadolibre.com.ar/MLA-1456598105-renault-master-furgon-25-dci-fcorto-al-pcon,13500000 pesos,Salsipuedes - Colón - Córdoba,Renault master 2007 218mil km. aire acondicionado funcionando excelente motor ok.full
Chevrolet Onix 1.4 Ltz Mt 98cv,2015,73.000,https://auto.mercadolibre.com.ar/MLA-1940788316-chevrolet-onix-ltz,13500000 pesos,Otros Barrios - Mar del Plata - Bs.As. Costa Atlántica,El vendedor no incluyó una descripción del producto
Renault Sandero Stepway 1.6 Dynamique 105cv,2015,80.000,https://auto.mercadolibre.com.ar/MLA-1940880112-renault-sandero-stepway-16-dynamique-105cv,13500000 pesos,Alejandro Korn - San Vicente - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Chevrolet Cobalt 1.8 Ltz At,2016,88.000,https://auto.mercadolibre.com.ar/MLA-1941176280-chevrolet-cobalt-18-ltz,13500000 pesos,Villa Ballester - General San Martín - Bs.As. G.B.A. Norte,"EXCELENTE ESTADO, PAPELES AL DIA, LISTO PARA TRANSFERIR, BAUL AMPLIO, SERVICIOS AL DIA, UNICO DUEÑO"
Volkswagen Bora 1.9 Trendline I 100cv,2013,198.856,https://auto.mercadolibre.com.ar/MLA-1941188532-volkswagen-bora-2013-19-trendline-i-100cv,13500000 pesos,Cruz del Eje - Córdoba,"Excelente estado ..interior funciona todo,service al día ,titular único dueño ,nada para hacerle contáctame y saco tus dudas"
Volkswagen Suran 1.6 Imotion Highline,2013,98.000,https://auto.mercadolibre.com.ar/MLA-1941232394-volkswagen-suran-2013-16-imotion-highline,13500000 pesos,La Plata - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Peugeot 308 1.6 Sport Thp 163cv,2013,99.000,https://auto.mercadolibre.com.ar/MLA-1941271244-peugeot-308-2013-16-sport-thp-163cv,13500000 pesos,Lomas de Zamora - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Nissan Note 1.6 Sense 110cv,2017,89.000,https://auto.mercadolibre.com.ar/MLA-1456530571-nissan-note-2017-16-sense-110cv,13800 dólares,Berazategui - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Ford Fiesta Kinetic 1.6 Se 120cv,2018,49.000,https://auto.mercadolibre.com.ar/MLA-1940794476-ford-fiesta-kinetic-16-se-120cv,13800 dólares,General Pacheco - Tigre - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Toyota RAV4 2.4 4x2 At,2010,175.000,https://auto.mercadolibre.com.ar/MLA-1941178536-toyota-rav4-2010-24-4x2-at,13800 dólares,General San Martín - Bs.As. G.B.A. Norte,"Muy buena camioneta Manuales, segunda, y tercera llaveLas 4 gomas casi nueva"
Renault Duster 1.6 4x2 Expression 110cv,2012,115.000,https://auto.mercadolibre.com.ar/MLA-1941169488-renault-duster-16-expression-2012,13600000 pesos,Bombal - Mendoza - Mendoza,"Excelente estado! Techo ploteado blanco, Muy pocos km. Uso diario unipersonal, dueña no fumadora. Interiores originales, impecables. llamar o mandar whatsapp para coordinar visita. horario: 8 - 20 hs."
Ford Ecosport 1.6 Se 110cv 4x2,2014,120.000,https://auto.mercadolibre.com.ar/MLA-1941200810-ford-ecosport-16-se-110cv-4x2,13600000 pesos,Manantiales - Córdoba - Córdoba,"Ford Ecosport 1.6 SE•	2014•	120.000kms•	GNC 5ta generación•	Service recién hechoDueña vende, su consulta no molesta."
Kia Sorento 2.4 Ex 4x2 6at,2013,160.000,https://auto.mercadolibre.com.ar/MLA-1940787568-kia-sorento,13900 dólares,Laguna del Sol - Tigre - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Volkswagen Passat 2.0 Advance Tsi 211cv Dsg,2012,118.000,https://auto.mercadolibre.com.ar/MLA-1941156158-volkswagen-passat-20-tsi-dsg-advance,13900 dólares,Loma Verde - Escobar - Bs.As. G.B.A. Norte,"Impecable estado general. Toda la pintura original de fábrica. 1er dueño de 0km. Sin choques ni golpes. VTV 07/25Totalmente mantenido, cambio de cadena de distribución, bujías, bobinas 117.500km.Cambio de aceite, servíces DSG hecho en tiempo y forma. Interior impecable. Funciona todo.NO PERMUTO, SÓLO VENTA."
Ford Focus III 2.0 Se,2015,120.000,https://auto.mercadolibre.com.ar/MLA-1456504043-ford-focus-iii-20-se,14000 dólares,Carlos Casares - Carlos Casares - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Chery Tiggo 2 1.5 Confort,2019,61.200,https://auto.mercadolibre.com.ar/MLA-1456547633-chery-tiggo-2-15-confort,14000 dólares,Las Malvinas - Villa Carlos Paz - Córdoba,"Chery Tiggo 2 1.5 Confort61.200 kilómetrosPrimera Mano Motor 1.5 NaftaLevantavidrios eléctricosAire acondicionado / calefacciónEspejos eléctricosPantalla táctilSensores de estacionamiento y cámara de retrocesoLista para Transferir. (verificacion policial , 08 firmado, libre de deuda, patente pagas todo 2024)Se puede ver sin compromisoSe escuchan ofertas razonables de contado"
Jeep Grand Cherokee 5.2 V8 Limited,1998,450.000,https://auto.mercadolibre.com.ar/MLA-1940661180-jeep-grand-cherokee-52-v8-limited,14000 dólares,Lomas de Zamora - Lomas de Zamora - Bs.As. G.B.A. Sur,Hermosa Camioneta Año 1998 Con kilómetros reales y solamente paso por 2 dueños. La camioneta siempre está al día y con service de “ Del Rio “ oficial. La camioneta tiene todo nuevo menos el motor ( La caja de dirección está nueva ) La camioneta es Automática y con doble caja.Perfecto estado y Hermoso andar !!!
Ford Focus III 2.0 Se Plus At6,2015,60.000,https://auto.mercadolibre.com.ar/MLA-1940789956-ford-focus-iii-2015-20-se-plus-at6,14000 dólares,Quilmes - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Peugeot 2008 1.6 Thp Sport,2016,98.000,https://auto.mercadolibre.com.ar/MLA-1940856534-peugeot-2008-2016-16-thp-sport,14000 dólares,Tres de febrero - Bs.As. G.B.A. Oeste,Exelente estado. 2do dueño papeles al día listo para tranferir...
Ford Focus III 1.6 S,2016,125.000,https://auto.mercadolibre.com.ar/MLA-1941021688-ford-focus-iii-16-s,14000 dólares,Recoleta - Capital Federal - Capital Federal,Ford focus III 1.6 s Único dueño Todos los servis en ford en tiempo Todos los km realizados en autopista panamericanaAnda perfecto y nada para hacerle Único dueño ( vende dueño directo)Por favor no llamar agencias.
Toyota Hilux Dx Cabina Simple Sc,2013,200.000,https://auto.mercadolibre.com.ar/MLA-1941161952-toyota-hilux-dx-cabina-simple-sc,14000 dólares,Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Ford Focus III 2.0 Se Plus Mt,2014,140.000,https://auto.mercadolibre.com.ar/MLA-1941199134-ford-focus-iii-20-se-plus-mt,14000 dólares,Llavallol - Lomas de Zamora - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Renault Duster Oroch 2.0 Dynamique,2016,68.000,https://auto.mercadolibre.com.ar/MLA-1941201142-renault-duster-oroch-2016-20-dynamique,14000 dólares,Lanús - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Audi A3 Sportback 1.4 Tsi Stronic,2012,165.000,https://auto.mercadolibre.com.ar/MLA-1941281412-audi-a3-sportback-2012-14-tsi-stronic,14000 dólares,Vicente López - Bs.As. G.B.A. Norte,"El estado es impecable, tapizado de cuero.Ultimos agregados:Estereo Blaukpunt monte Carlo con factura e interface. Cuenta con Car Play y Android para visualizar el waze, utiliza los comando del volante. (Tiene puesto todavía el film protector de fabrica)Luces creeled.(De ambas cosas se entregan las originales)TitularSin deudas de patente ni de multasEl vehículo anda perfecto y siempre mantenido en concesionaria, no hay que hacerle nada.VTV realizada en septiembre y próximo vencimiento el 30/09/2025."
Renault Logan 1.6 Expression 85cv,2017,185.000,https://auto.mercadolibre.com.ar/MLA-1941176550-renault-logan-2017-16-expression-85cv,13800000 pesos,Capital Federal - Capital Federal,Vendo taxi Renault Logan expresión 1.6 8v gnc 5ta. Generación Reloj Ariel milenio Batería Bosch nueva con garantía cubiertas nuevas con garantía listo para trabajar se vende con o sin licencia Su consulta no molesta
Ford Focus III 1.6 S,2015,117.000,https://auto.mercadolibre.com.ar/MLA-1456494965-ford-focus-iii-2015-16-s,13900000 pesos,Córdoba - Córdoba,El vendedor no incluyó una descripción del producto
Toyota Etios 1.5 Cross,2016,98.000,https://auto.mercadolibre.com.ar/MLA-1456503985-toyota-etios-2016-15-cross,14000000 pesos,Tigre - Bs.As. G.B.A. Norte,Muy bueno.cadenero y economico. Amortiguadores nuevos. Acepto auto menor precio
Fiat Strada Adventure Adventur Loker,2015,135.000,https://auto.mercadolibre.com.ar/MLA-1456533047-fiat-strada-adventure-adventur-loker,14000000 pesos,La Matanza - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Renault Oroch 1.6 Sce 114 Emotion 2wd,2022,130.000,https://auto.mercadolibre.com.ar/MLA-1940787976-renault-oroch-2022-16-sce-114-emotion-2wd,14000000 pesos,San Isidro - Bs.As. G.B.A. Norte,"Vehículos nuevo, para patentar 2025"
Fiat Cronos 1.3 Gse Drive Pack Conectividad,2018,90.000,https://auto.mercadolibre.com.ar/MLA-1940812814-fiat-cronos-13-gse-drive-pack-conectividad,14000000 pesos,Centro - Salta - Salta,El vendedor no incluyó una descripción del producto
Peugeot 308 1.6 Allure Nav 115cv,2014,87.000,https://auto.mercadolibre.com.ar/MLA-1940899536-peugeot-308-16-allure-nav,14000000 pesos,Villa Devoto - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Ford Fiesta Kinetic 1.6 Titanium Powershift 120cv,2016,35.000,https://auto.mercadolibre.com.ar/MLA-1941267578-ford-fiesta-kinetic-16-titanium-powershift-120cv,14000000 pesos,Burzaco - Almirante Brown - Bs.As. G.B.A. Sur,"Vehículo en impecable estado sin detalles, kilómetros reales, poco uso, duerme en garage. El auto se va transferido si o si sin excepción, no permuto."
Fiat Fiorino 1.4 Fire Evo 87cv,2020,165.000,https://auto.mercadolibre.com.ar/MLA-1456501947-fiat-fiorino-2020-14-fire-evo-87cv,14300 dólares,Pilar - Bs.As. G.B.A. Norte,Cuenta con GNC. Service al día.
Dodge Journey 2.4 Sxt (3 Filas) 170cv Atx,2012,87.000,https://auto.mercadolibre.com.ar/MLA-1456547661-dodge-journey-24-sxt-3-filas-170cv-atx,14500 dólares,Villa Soldati - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Toyota Etios 1.5 Xs My19,2019,58.000,https://auto.mercadolibre.com.ar/MLA-1940806934-toyota-etios-2019-15-xs-my19,14500 dólares,La Plata - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Renault Sandero 2.0 Rs 145cv,2019,75.000,https://auto.mercadolibre.com.ar/MLA-1940838874-renault-sandero-rs,14500 dólares,Otros Barrios - Santa Fe capital - Santa Fe,Renault Sandero RS201975.000 kmCubiertas semi nuevasService oficiales Precio: USD 14.500
Ford Ranger 3.0 Cd Xl Plus 4x4,2010,114.000,https://auto.mercadolibre.com.ar/MLA-1940863880-ford-ranger-4x4-2010-cubiertas-0-km-114000-km-impecable,14500 dólares,Centro - Rosario - Santa Fe,"Impecable, segundo dueño y con 114.000 km reales, 4  cubiertas nuevas , todas las mangueras nuevas, 4x4 , cuero en los asientos colocado hace 4 meses en Bracco.  También gancho para tráiler"
Citroën C4 Lounge 1.6 Hdi 115 Feel Pack 10 Años,2018,120.000,https://auto.mercadolibre.com.ar/MLA-1940874864-citron-c4-lounge-2018-16-hdi-115-feel-pack-10-anos,14500 dólares,Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Honda Civic 1.8 Exs At 140cv,2014,98.900,https://auto.mercadolibre.com.ar/MLA-1941012696-honda-civic-exs-at,14500 dólares,Otros Barrios - Mendoza - Mendoza,El vendedor no incluyó una descripción del producto
Ford Focus III 2.0 Sedan Titanium Mt,2014,64.000,https://auto.mercadolibre.com.ar/MLA-1941018190-ford-focus,14500 dólares,El Talar - Tigre - Bs.As. G.B.A. Norte,Impecable!!Particular
Renault Kangoo Express Sce 1.6,2020,120.000,https://auto.mercadolibre.com.ar/MLA-1941173556-renault-kangoo-express-sce-16,14500 dólares,Capital Federal - Capital Federal,Titular primera mano
Peugeot 208 1.6 Allure Touchscreen,2016,90.000,https://auto.mercadolibre.com.ar/MLA-1940792494-peugeot-208-16-allure-touchscreen,14300000 pesos,Caballito - Capital Federal - Capital Federal,Peugeot 208 1.6 Allure TouchscreenPrimera manoGran estado de conservación generalCubiertas en buen estadoServicios y papeles al día
Chevrolet Onix 1.4 Activ 98cv,2018,58.000,https://auto.mercadolibre.com.ar/MLA-1940516008-chevrolet-onix-activ,14600 dólares,Congreso - Capital Federal - Capital Federal,"impecable    VERSION MAS FULL DE LA GAMA.          58.000 Km único dueño ,  nunca repintado . sin detalles cubiertas 0 km - auxilio sin rodar. vtv recién hecha , kit distribución completo , Service de filtro y aceite hace 2 mil km realmente hermoso , no gasta nada pura ruta tiene .nada para hacerle . control crucero , cámara retroceso VENDO O PERMUTO    ----------------TITULAR AL DIAAGENCIAS ABSTENERSE ."
Toyota Corolla 1.8 Xei Cvt Pack 140cv,2015,91.900,https://auto.mercadolibre.com.ar/MLA-1456464051-toyota-corolla-2015-18-xei-cvt-pack-140cv,14700 dólares,Capital Federal - Capital Federal,Titular -radicado en caba- segunda mano- servicios oficiales Toyota- 90mil hecho - 4 cubiertas con 11 mil km
Fiat Cronos 1.3 Gse Drive Pack Conectividad,2018,74.000,https://auto.mercadolibre.com.ar/MLA-1456453807-fiat-cronos-2018-13-gse-drive-pack-conectividad,14500000 pesos,La Matanza - Bs.As. G.B.A. Oeste,"Uso particular, muy cuidado.Titular,se vende transferido, 74.000km.Aire acondicionado-cierre centralizado con alarma Levanta vidrios-sensores estacionamientoPantalla táctilEspejos eléctricos Faros antinieblas Zona oeste"
Volkswagen Gol Trend 1.6 Trendline 101cv,2017,74.000,https://auto.mercadolibre.com.ar/MLA-1456540725-volkswagen-gol-trend-2017-16-trendline-101cv,14500000 pesos,Gualeguaychú - Entre Ríos,"Services hecho recientemente, se le cambiaron todos los filtros y aceiteCorrea de distribución ok.Levantacristales delanteros cierre centralizado y alarma Cubiertas en buen estadoBatería nuevaLibre de deudas listo para transferir"
Peugeot 308 2.0 Feline 143cv,2012,116.000,https://auto.mercadolibre.com.ar/MLA-1456546067-peugeot-308-2012-20-feline-143cv,14500000 pesos,Godoy Cruz - Mendoza,"Vehículo listo para transferir. Solo venta, no permuta. Patente y service al día"
Renault Fluence 2.0 Ph2 Luxe Cvt 143cv,2016,124.000,https://auto.mercadolibre.com.ar/MLA-1456556127-renault-fluence-2016-20-ph2-luxe-cvt-143cv,14500000 pesos,Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Renault Fluence 2.0 Ph2 Privilege Cvt 143cv,2014,139.000,https://auto.mercadolibre.com.ar/MLA-1456569485-renault-fluence-2014-20-ph2-privilege,14500000 pesos,Junín - San Luis,El vendedor no incluyó una descripción del producto
Peugeot 308 1.6 Allure Nav Hdi 115cv,2014,90.000,https://auto.mercadolibre.com.ar/MLA-1940878286-peugeot-308-16-allure-nav-hdi-115cv,14500000 pesos,Ramos Mejía - La Matanza - Bs.As. G.B.A. Oeste,"Peugeot 308 HDI Allure Nav 2014Segundo dueño, todo en regla. Services y VTV al día Sensor de estaciónamientoTecho solar panorámico Zona Oeste, Ramos Mejía"
Volkswagen Fox Msi 1.6,2015,30.200,https://auto.mercadolibre.com.ar/MLA-1941018508-volkswagen-fox-msi-16,14500000 pesos,Lomas de Zamora - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Fiat Cronos 1.3 Gse Drive Pack Conectividad,2019,87.000,https://auto.mercadolibre.com.ar/MLA-1941192608-fiat-cronos-13-gse-drive-pack-conectividad,14500000 pesos,Mataderos - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Renault Duster 1.6 Ph2 4x2 Privilege 110cv,2015,108.500,https://auto.mercadolibre.com.ar/MLA-1456606451-renault-duster-2015-16-ph2-4x2-privilege-110cv,14600000 pesos,Capital Federal - Capital Federal,"Duster en excelente estado – ¡Lista para transferir! No hay que invertir un peso más, está para usar.Soy el segundo dueño, compré la Duster hace dos años y medio con 77.000 km. Actualmente se encuentra en excelente estado mecánico y de mantenimiento, con detalles menores en la pintura propios del uso.Interior impecable y bien cuidado.Ruedas cambiadas en febrero de 2023 (primera calidad).Correa de distribución recién reemplazada.Aceite recién cambiado.Batería con 2 años de uso.Toda la documentación está en regla.Vtv realizada en septiembre 2024.Se puede pagar en pesos o en dólares a valor MEP"
Chevrolet Onix 1.4 Lt 98cv,2018,76.000,https://auto.mercadolibre.com.ar/MLA-1940501440-chevrolet-onix-14-lt-98cv,14600000 pesos,San Miguel - San Miguel - Bs.As. G.B.A. Norte,"CHEVROLET ONIX LT 1.4 NAFTA . TITULAR ( PRIMERA MANO) MOD 2018 CON 76 MIL KM. SERVICE REALIZADO EN TIEMPO Y FORMA , EL VEHÍCULO SE ENCUENTRA EN EXCELENTE ESTADO, INTERIOR PRÁCTICAMENTE NUEVO! MUY BUEN CUIDADO!! SE ESCUCHAN OFERTAS DE CONTADO. EL VEHÍCULO SE VENDE ÚNICAMENTE TRANSFERIDO."
Volkswagen Up! 1.0 Pepper 101cv,2018,50.000,https://auto.mercadolibre.com.ar/MLA-1941269920-volkswagen-up-2018-10-pepper-101cv,14900 dólares,Capital Federal - Capital Federal,"Única mano de 0km Tiene apenas 50 mil kms Se encuentra en excelente estado exterior, sin bollos golpes o detalles , con su pintura original de fábrica. El interior impecable prácticamente sin signos de desgaste por el uso. Original de fábrica 100% Cambio de aceite y filtros hecho recientemente.Vtv vigente con vencimiento 2025Manual y duplicado de llave . Se puede ver en Villa devoto CABA"
Volkswagen Gol Trend 1.6 Comfortline 101cv,2018,61.000,https://auto.mercadolibre.com.ar/MLA-1941175708-gol-trend-msi-2018,14700000 pesos,Parque Patricios - Capital Federal - Capital Federal,Primera mano. El auto esta en muy buenas condiciones. Libre de deudas y Patentes al día.
Ford Mondeo 2.0 Se Ecoboost At 240cv,2016,155.000,https://auto.mercadolibre.com.ar/MLA-1456527799-ford-mondeo-20-se-ecoboost-at-240cv,15000 dólares,El Talar de Pacheco - Tigre - Bs.As. G.B.A. Norte,"Mondeo SE 2.0T EcoBoost AT (240cv)- Tiene 155000km - Cubiertas nuevas. - Está en muy buen estado. Tiene techo eléctrico, cuero, climatizador bizona, butacas eléctricas calefaccionadas, sensores de estacionamiento, cámara, apertura con código, espejos rebatibles, cámara de retrocesoSoy titular y está todo al dia para transferir Se puede probar sin ningún tipo de compromisoPodría llegar a aceptar una permuta solo por menor valor"
Nissan X-Terra 2.8 Se 4x4,2005,203.000,https://auto.mercadolibre.com.ar/MLA-1940540126-nissan-x-terra-2005,15000 dólares,Concordia - Concordia - Entre Ríos,Excelente mantenimiento
Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,2019,74.600,https://auto.mercadolibre.com.ar/MLA-1940838232-citron-c4-cactus-16-vti-115-feel-pack-at-4x2,15000 dólares,Caballito - Capital Federal - Capital Federal,Todos los services oficialesUnico dueño desde 0km
Peugeot 408 1.6 Allure Hdi 115cv,2018,62.000,https://auto.mercadolibre.com.ar/MLA-1941168674-peugeot-408-16-allure-hdi-115cv,15000 dólares,Cañuelas - Cañuelas - Buenos Aires Interior,Titular. Primera mano.4 cubiertas nuevas .pirelli p7Bateria moura nuevaCambio de correas y tensores nuevos Servis oficiales Impecable !!!
Ford Ranger 2.2 Cd 4x2 Xl Safety Tdci 125cv,2015,213.000,https://auto.mercadolibre.com.ar/MLA-1941205332-ford-ranger-22-safety-2015-4x2,15000 dólares,Vicente López - Vicente López - Bs.As. G.B.A. Norte,"El precio es el publicado, ultimo servicio hace 1 mes (la mayoría realizados en FORD, los últimos 2 se hicieron en lubricentro de confianza) , VTV hasta mayo 2025, se puede probar sin compromiso, se puede ver y consultar a mecánico de confianza, mecánico especializado, taller mecánico, taller especializado o ingeniero de la nasa. tiene agregados: Cierre centralizado con alarma, levanta cristales delantero, neblineros, jaula (nueva), lona, cobertor de caja, enganche sin uso nuevo comprobable. Tiene algunos mínimos toques de estacionamiento hechos por otros vehículos."
BMW Serie 3 3.0 330i Executive Steptro.,2006,180.000,https://auto.mercadolibre.com.ar/MLA-1941255364-bmw-serie-3-2006-30-330i-executive-steptro,15000 dólares,Santa Teresita - Bs.As. Costa Atlántica,El vendedor no incluyó una descripción del producto
Toyota Etios 1.5 Xls At,2018,106.000,https://auto.mercadolibre.com.ar/MLA-1941218502-toyota-etios-15-xls-at,15200 dólares,Villa del Parque - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Chevrolet Onix 1.4 Activ 98cv,2019,78.000,https://auto.mercadolibre.com.ar/MLA-1940854482-chevrolet-onix-2019-14-activ-98cv,15000000 pesos,Posadas - Misiones,El vendedor no incluyó una descripción del producto
Citroën C-Elysée 1.6 Feel Hdi 92,2018,120.000,https://auto.mercadolibre.com.ar/MLA-1940880108-citron-c-elysee-2018-16-feel-hdi-92,15000000 pesos,Santa Fe capital - Santa Fe,El vendedor no incluyó una descripción del producto
Renault Sandero Stepway 1.6 Privilege 105cv,2016,115.000,https://auto.mercadolibre.com.ar/MLA-1941227392-renault-sandero-stepway-16-privilege-105cv,15000000 pesos,Yapeyú - San Martín - Corrientes,El vendedor no incluyó una descripción del producto
Volkswagen Virtus 1.6 Msi Highline,2019,50.000,https://auto.mercadolibre.com.ar/MLA-1941168824-volkswagen-virtus-highline-msi-2019,15400 dólares,Villa San Andrés - General San Martín - Bs.As. G.B.A. Norte,Impecable.
Volkswagen The Beetle 1.4 Design Dsg,2014,142.555,https://auto.mercadolibre.com.ar/MLA-1456528851-volkswagen-the-beetle-14-tsi-dsg-2014,15499 dólares,Ramos Mejía - La Matanza - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Toyota Corolla 1.8 Xei Cvt 140cv,2014,147.000,https://auto.mercadolibre.com.ar/MLA-1456440367-toyota-corolla-2014-18-xei-cvt-140cv,15500 dólares,Almirante Brown - Bs.As. G.B.A. Sur,"Primera mano service en toyota, se vende transferido. 4 michelin nuevas estado impecable."
Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Trendline B33,2014,176.000,https://auto.mercadolibre.com.ar/MLA-1456542041-volkswagen-amarok-20-cd-tdi-180cv-4x2-trendline-b33,15500 dólares,Ingeniero Maschwitz - Escobar - Bs.As. G.B.A. Norte,"Camioneta uso familiar con detalles de 10 años de uso.Cambio de aceite, correa al dia 2 cubiertas nuevas.Ideal herramienta de trabajo.De vende solo transferida."
Peugeot 208 1.6 Gti,2018,36.000,https://auto.mercadolibre.com.ar/MLA-1456592943-peugeot-208-16-gti,15500 dólares,Güemes - Mar del Plata - Bs.As. Costa Atlántica,El vendedor no incluyó una descripción del producto
Audi A4 1.8 Ambition Tfsi 170cv Multitronic,2012,163.780,https://auto.mercadolibre.com.ar/MLA-1456596489-audi-a4-18-t-fsi-automatico,15500 dólares,Ituzaingó Norte - Ituzaingó - Bs.As. G.B.A. Oeste,"Titular, papeles al día, muy buen estado, tapizado de cuero automático, con service al día. Su consulta no molesta. Radicado en la Ciudad Autónoma de Buenos Aires (CABA)."
Peugeot Partner 1.6 Hdi Furgon Confort,2017,143.000,https://auto.mercadolibre.com.ar/MLA-1940866324-peugeot-partner-16-hdi-furgon-confort,15300000 pesos,Juana Koslay - San Luis - San Luis,El vendedor no incluyó una descripción del producto
Chevrolet Onix 1.2,2021,42.000,https://auto.mercadolibre.com.ar/MLA-1941176606-chevrolet-onix-12,15300000 pesos,Villa Ballester - General San Martín - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Peugeot Partner Patagónica 1.6 Hdi Vtc Plus 92,2019,97.000,https://auto.mercadolibre.com.ar/MLA-1941204680-peugeot-partner-patagonica-2019-16-hdi-vtc-plus-92,15600 dólares,Florencio Varela - Bs.As. G.B.A. Sur,"Titular, único dueño, todo al día. La camioneta se va transferida"
Volkswagen Up! 1.0 Black Up! 75cv 5 p,2020,70.000,https://auto.mercadolibre.com.ar/MLA-1456521867-volkswagen-up-10-black-up-75cv-5-p,15500000 pesos,Venado Tuerto - General López - Santa Fe,El vendedor no incluyó una descripción del producto
Volkswagen Saveiro 1.6 Gp Ce 101cv Safety,2017,230.000,https://auto.mercadolibre.com.ar/MLA-1940880152-saveiro-2017-cgnc,15500000 pesos,Marqués de Sobremonte - Córdoba - Córdoba,tiene gomas nuevas
Renault Duster 1.6 Ph2 4x2 Expression,2017,70.000,https://auto.mercadolibre.com.ar/MLA-1941018262-renault-duster-2017-16-ph2-4x2-expression,15500000 pesos,Córdoba - Córdoba,"Duster muy poco, muy bien cuidada, se la puede ver en cordoba barrio jardín zona sur"
Citroën C3 1.6 Vti 115 Feel,2018,64.000,https://auto.mercadolibre.com.ar/MLA-1941196546-citron-c3-2018-16-vti-115-feel,15500000 pesos,La Matanza - Bs.As. G.B.A. Oeste,Vtv al día64.000km Listo para transferir.
Fiat Palio 1.6 Sporting 115cv,2016,67.000,https://auto.mercadolibre.com.ar/MLA-1456453535-fiat-palio-2016-16-sporting-115cv,15599000 pesos,Colón - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Peugeot Partner 1.4 Furgon Confort,2017,115.000,https://auto.mercadolibre.com.ar/MLA-1940832252-peugeot-partner-14-furgon-confort,15700000 pesos,Mataderos - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Volvo Xc90 3.2,2007,400.000,https://auto.mercadolibre.com.ar/MLA-1456439369-volvo-xc90-32,16000 dólares,Chascomús - Chascomús - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Volkswagen Amarok 2.0 Cd Tdi 4x4 Highline Cuero 1hc,2011,170.000,https://auto.mercadolibre.com.ar/MLA-1456533615-volkswagen-amarok-2011-20-cd-tdi-4x4-highline-cuero-1hc,16000 dólares,Tandil - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Citroën C3 1.2 12v Puretech 82 Feel,2023,6.000,https://auto.mercadolibre.com.ar/MLA-1456572165-citron-c3-2023-12-12v-puretech-82-feel,16000 dólares,Capital Federal - Capital Federal,Citroen C3 Puretech 82 Feel Look 1.2 Año 2023Muy poco uso. Estado impecable viene con 2 neumaticos de repuesto.
